"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.4018691588785","semivar2.80373831775701","semivar4.20560747663551","semivar5.60747663551402","semivar7.00934579439252","semivar8.41121495327103","semivar9.81308411214953","semivar11.214953271028","semivar12.6168224299065","semivar14.018691588785","semivar15.4205607476636","semivar16.8224299065421","semivar18.2242990654206","semivar19.6261682242991","semivar21.0280373831776","semivar22.4299065420561","semivar23.8317757009346","semivar25.2336448598131","semivar26.6355140186916","semivar28.0373831775701","semivar29.4392523364486","semivar30.8411214953271","semivar32.2429906542056","semivar33.6448598130841","semivar35.0467289719626","semivar36.4485981308411","semivar37.8504672897196","semivar39.2523364485981","semivar40.6542056074766","semivar42.0560747663551","semivar43.4579439252336","semivar44.8598130841121","semivar46.2616822429907","semivar47.6635514018692","semivar49.0654205607477","semivar50.4672897196262","semivar51.8691588785047","semivar53.2710280373832","semivar54.6728971962617","semivar56.0747663551402","semivar57.4766355140187","semivar58.8785046728972","semivar60.2803738317757","semivar61.6822429906542","semivar63.0841121495327","semivar64.4859813084112","semivar65.8878504672897","semivar67.2897196261682","semivar68.6915887850467","semivar70.0934579439252","semivar71.4953271028037","semivar72.8971962616822","semivar74.2990654205608","semivar75.7009345794392","semivar77.1028037383178","semivar78.5046728971963","semivar79.9065420560748","semivar81.3084112149533","semivar82.7102803738318","semivar84.1121495327103","semivar85.5140186915888","semivar86.9158878504673","semivar88.3177570093458","semivar89.7196261682243","semivar91.1214953271028","semivar92.5233644859813","semivar93.9252336448598","semivar95.3271028037383","semivar96.7289719626168","semivar98.1308411214953","semivar99.5327102803738","semivar100.934579439252","semivar102.336448598131","semivar103.738317757009","semivar105.140186915888","semivar106.542056074766","semivar107.943925233645","semivar109.345794392523","semivar110.747663551402","semivar112.14953271028","semivar113.551401869159","semivar114.953271028037","semivar116.355140186916","semivar117.757009345794","semivar119.158878504673","semivar120.560747663551","semivar121.96261682243","semivar123.364485981308","semivar124.766355140187","semivar126.168224299065","semivar127.570093457944","semivar128.971962616822","semivar130.373831775701","semivar131.775700934579","semivar133.177570093458","semivar134.579439252336","semivar135.981308411215","semivar137.383177570093","semivar138.785046728972","semivar140.18691588785","semivar141.588785046729","semivar142.990654205607","semivar144.392523364486","semivar145.794392523364","semivar147.196261682243","semivar148.598130841122","semivar150","semivar151.401869158878","semivar152.803738317757","semivar154.205607476636","semivar155.607476635514","semivar157.009345794393","semivar158.411214953271","semivar159.81308411215","semivar161.214953271028","semivar162.616822429907","semivar164.018691588785","semivar165.420560747664","semivar166.822429906542","semivar168.224299065421","semivar169.626168224299","semivar171.028037383178","semivar172.429906542056","semivar173.831775700935","semivar175.233644859813","semivar176.635514018692","semivar178.03738317757","semivar179.439252336449","semivar180.841121495327","semivar182.242990654206","semivar183.644859813084","semivar185.046728971963","semivar186.448598130841","semivar187.85046728972","semivar189.252336448598","semivar190.654205607477","semivar192.056074766355","semivar193.457943925234","semivar194.859813084112","semivar196.261682242991","semivar197.663551401869","semivar199.065420560748","semivar200.467289719626","semivar201.869158878505","semivar203.271028037383","semivar204.672897196262","semivar206.07476635514","semivar207.476635514019","semivar208.878504672897","semivar210.280373831776","semivar211.682242990654","semivar213.084112149533","semivar214.485981308411","semivar215.88785046729","semivar217.289719626168","semivar218.691588785047","semivar220.093457943925","semivar221.495327102804","semivar222.897196261682","semivar224.299065420561","semivar225.700934579439","semivar227.102803738318","semivar228.504672897196","semivar229.906542056075","semivar231.308411214953","semivar232.710280373832","semivar234.11214953271","semivar235.514018691589","semivar236.915887850467","semivar238.317757009346","semivar239.719626168224","semivar241.121495327103","semivar242.523364485981","semivar243.92523364486","semivar245.327102803738","semivar246.728971962617","semivar248.130841121495","semivar249.532710280374","semivar250.934579439252","semivar252.336448598131","semivar253.738317757009","semivar255.140186915888","semivar256.542056074766","semivar257.943925233645","semivar259.345794392523","semivar260.747663551402","semivar262.14953271028","semivar263.551401869159","semivar264.953271028037","semivar266.355140186916","semivar267.757009345794","semivar269.158878504673","semivar270.560747663551","semivar271.96261682243","semivar273.364485981308","semivar274.766355140187","semivar276.168224299065","semivar277.570093457944","semivar278.971962616822","semivar280.373831775701","semivar281.775700934579","semivar283.177570093458","semivar284.579439252336","semivar285.981308411215","semivar287.383177570093","semivar288.785046728972","semivar290.18691588785","semivar291.588785046729","semivar292.990654205607","semivar294.392523364486","semivar295.794392523364","semivar297.196261682243","semivar298.598130841121","semivar300"
"AR-330_PIPES_2015-09-08_S",23,"9/8/2015","12:12:33 PM",39.3142,27.665,16.75172411,NA,"AR-330_PIPES_2015-09-08_S_final.csv",100,1.40845070422535,8.33758098504667,"0.000610124086476077","0.00150436931043977","0.0040305839321343","0.00280261818885733","0.000313005094802489","0.000111241740294438","0.00179137007217661","0.00209717561370519","0.00548103315600015","0.014358972464945","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",24,"9/8/2015","12:12:34 PM",39.278,27.665,16.72709148,NA,"AR-330_PIPES_2015-09-08_S_final.csv",110,1.54929577464789,9.69265707336454,"0.000606766460717039","0.00243377646222263","0.00402194799856888","0.00776504804264046","0.00601747569031214","0.00179137007217661","0.000198401591960129","0.000313005094802489","0.000447842941290013","0.00244049535787672","0.00906233553368958","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",25,"9/8/2015","12:12:35 PM",39.252,27.665,16.70939953,NA,"AR-330_PIPES_2015-09-08_S_final.csv",120,1.69014084507042,11.0745037507757,"0.000313005094802489","0.00179137007217661","0.00449238681857317","0.00657895863220832","0.011196065067332","0.00907529447563559","0.00360198387324116","0.00100980696405164","0","1.20433291225043e-05","0.00100548731673631","0.00600692426892221","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",26,"9/8/2015","12:12:36 PM",39.252,27.665,16.70939953,NA,"AR-330_PIPES_2015-09-08_S_final.csv",130,1.83098591549296,12.481703468732,"0","0.000313005094802489","0.00179137007217661","0.00449238681857317","0.00657895863220832","0.011196065067332","0.00907529447563559","0.00360198387324116","0.00100980696405164","0","1.20433291225043e-05","0.00100548731673631","0.00600692426892221","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",27,"9/8/2015","12:12:37 PM",39.2572,27.665,16.71293792,NA,"AR-330_PIPES_2015-09-08_S_final.csv",140,1.97183098591549,13.860890580252,"1.25202037921197e-05","1.25202037921197e-05","0.000200323260673512","0.00150436853471608","0.0040305839321343","0.00601747569031159","0.0104597808472247","0.00841364990340198","0.00318978029785953","0.000797445074464783","1.25202037921197e-05","4.91224363876477e-05","0.00124240810979619","0.00656792570670774","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",28,"9/8/2015","12:12:38 PM",39.2883,27.665,16.73410021,NA,"AR-330_PIPES_2015-09-08_S_final.csv",150,2.11267605633803,15.2177936114759,"0.000447842518044078","0.000610123592462511","0.000610123592462511","4.91222962129361e-05","0.000310601851210009","0.00179137091866808","0.00318209938200969","0.00657895863220832","0.00497923011259527","0.00124720926122249","5.00808151683781e-05","0.000610123592462511","0.000793606931261062","0.00318209938201009","0.010445868157301","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",29,"9/8/2015","12:12:39 PM",39.309,27.665,16.74818572,NA,"AR-330_PIPES_2015-09-08_S_final.csv",160,2.25352112676056,16.5474333261663,"0.000198401591960029","0.00124240740483978","0.00150436853471608","0.00150436853471608","0.000444966961177602","1.25202037921197e-05","0.00079744563924653","0.00179137091866808","0.00449238681857317","0.00318978142742253","0.000450727336515704","4.91222962128863e-05","0.00150436853471608","0.00178561517277163","0.00496963102927186","0.0135234896934911","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",30,"9/8/2015","12:12:40 PM",39.3505,27.665,16.7764248,NA,"AR-330_PIPES_2015-09-08_S_final.csv",170,2.3943661971831,17.8882424939176,"0.00079744563924653","0.00179137091866808","0.0040305839321343","0.00449238681857317","0.00449238681857317","0.00243377646222263","0.000610124086476077","0","0.000198401591960029","0.00150436853471608","0.000797445074464783","4.91224363875979e-05","0.00124240810979619","0.00449238681857317","0.00496963243918477","0.00974853900939621","0.0208888110573444","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",31,"9/8/2015","12:12:41 PM",39.366,27.665,16.78697192,NA,"AR-330_PIPES_2015-09-08_S_final.csv",180,2.53521126760563,19.2602445067132,"0.000111241740294363","0.00150436931044004","0.00279541771832389","0.00548103315599963","0.00601747569031214","0.00601747569031214","0.00358566709459367","0.00124240810979594","0.000111241740294363","1.25202037920945e-05","0.000797445074464983","0.000313005094802489","0.000308208220339533","0.00209717561370486","0.00601747569031214","0.00656792570670774","0.0119425139968758","0.0240487952890271","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",32,"9/8/2015","12:12:42 PM",39.3867,27.665,16.80105743,NA,"AR-330_PIPES_2015-09-08_S_final.csv",190,2.67605633802817,20.6776368540257,"0.000198401591960129","0.000606766460716864","0.00279541771832427","0.00448326931012827","0.00776504804263984","0.00840117063241024","0.00840117063241024","0.00547096175940274","0.00243377646222228","0.000606766460716864","0.000111241740294438","0.000200323260673613","1.30064094735903e-05","0.00100117629547684","0.00358566709459367","0.00840117063241024","0.00904938394806286","0.0152194956439824","0.0286158668250623","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",33,"9/8/2015","12:12:43 PM",39.4075,27.665,16.81521099,NA,"AR-330_PIPES_2015-09-08_S_final.csv",200,2.8169014084507,22.0560308446821,"0.000200323260673613","0.000797445074464983","0.00150436853471608","0.00449238681857317","0.00657895863220832","0.0104597808472247","0.011196065067332","0.011196065067332","0.00776504804264046","0.0040305839321343","0.00150436853471608","0.000610123592462511","0","0.000111241740294438","0.00209717561370486","0.00548103315600015","0.011196065067332","0.0119425139968766","0.0189119924359745","0.033604686195956","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",34,"9/8/2015","12:12:44 PM",39.3712,27.665,16.79051031,NA,"AR-330_PIPES_2015-09-08_S_final.csv",210,2.95774647887324,23.3767622242516,"0.000610123592462511","0.000111241740294438","1.25202037920945e-05","0.000198401591960029","0.00179137091866808","0.00318209938200969","0.00601747569031159","0.00657895863220832","0.00657895863220832","0.00402194799856888","0.00150436931043977","0.000198401591960029","0","0.000610123592462511","0.000200323260673613","0.000444967383062387","0.00243377646222228","0.00657895863220832","0.00715396755207692","0.0127283975280396","0.0251587594649161","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-330_PIPES_2015-09-08_S",35,"9/8/2015","12:12:45 PM",39.3245,27.665,16.75873285,NA,"AR-330_PIPES_2015-09-08_S_final.csv",220,3.09859154929577,24.6448319600573,"0.00100980696405142","0.00318978029785953","0.00179137007217631","0.000797445074464783","0.000313005094802489","0.000111241951236955","0.000606766953369605","0.00209717561370486","0.00243377646222263","0.00243377646222263","0.00100117629547707","4.91224363875979e-05","0.000313005094802489","0.00100980696405142","0.00318978029785953","0.00210965859824018","0.000114130975904096","0.000308208220339658","0.00243377646222263","0.00278822756546921","0.00656792570670774","0.016087794531029","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
