"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.77514792899408","semivar3.55029585798817","semivar5.32544378698225","semivar7.10059171597633","semivar8.87573964497041","semivar10.6508875739645","semivar12.4260355029586","semivar14.2011834319527","semivar15.9763313609467","semivar17.7514792899408","semivar19.5266272189349","semivar21.301775147929","semivar23.0769230769231","semivar24.8520710059172","semivar26.6272189349112","semivar28.4023668639053","semivar30.1775147928994","semivar31.9526627218935","semivar33.7278106508876","semivar35.5029585798817","semivar37.2781065088757","semivar39.0532544378698","semivar40.8284023668639","semivar42.603550295858","semivar44.3786982248521","semivar46.1538461538462","semivar47.9289940828402","semivar49.7041420118343","semivar51.4792899408284","semivar53.2544378698225","semivar55.0295857988166","semivar56.8047337278106","semivar58.5798816568047","semivar60.3550295857988","semivar62.1301775147929","semivar63.905325443787","semivar65.6804733727811","semivar67.4556213017752","semivar69.2307692307692","semivar71.0059171597633","semivar72.7810650887574","semivar74.5562130177515","semivar76.3313609467456","semivar78.1065088757396","semivar79.8816568047337","semivar81.6568047337278","semivar83.4319526627219","semivar85.207100591716","semivar86.9822485207101","semivar88.7573964497041","semivar90.5325443786982","semivar92.3076923076923","semivar94.0828402366864","semivar95.8579881656805","semivar97.6331360946746","semivar99.4082840236686","semivar101.183431952663","semivar102.958579881657","semivar104.733727810651","semivar106.508875739645","semivar108.284023668639","semivar110.059171597633","semivar111.834319526627","semivar113.609467455621","semivar115.384615384615","semivar117.159763313609","semivar118.934911242604","semivar120.710059171598","semivar122.485207100592","semivar124.260355029586","semivar126.03550295858","semivar127.810650887574","semivar129.585798816568","semivar131.360946745562","semivar133.136094674556","semivar134.91124260355","semivar136.686390532544","semivar138.461538461538","semivar140.236686390533","semivar142.011834319527","semivar143.786982248521","semivar145.562130177515","semivar147.337278106509","semivar149.112426035503","semivar150.887573964497","semivar152.662721893491","semivar154.437869822485","semivar156.213017751479","semivar157.988165680473","semivar159.763313609467","semivar161.538461538462","semivar163.313609467456","semivar165.08875739645","semivar166.863905325444","semivar168.639053254438","semivar170.414201183432","semivar172.189349112426","semivar173.96449704142","semivar175.739644970414","semivar177.514792899408","semivar179.289940828402","semivar181.065088757396","semivar182.840236686391","semivar184.615384615385","semivar186.390532544379","semivar188.165680473373","semivar189.940828402367","semivar191.715976331361","semivar193.491124260355","semivar195.266272189349","semivar197.041420118343","semivar198.816568047337","semivar200.591715976331","semivar202.366863905325","semivar204.14201183432","semivar205.917159763314","semivar207.692307692308","semivar209.467455621302","semivar211.242603550296","semivar213.01775147929","semivar214.792899408284","semivar216.568047337278","semivar218.343195266272","semivar220.118343195266","semivar221.89349112426","semivar223.668639053254","semivar225.443786982249","semivar227.218934911243","semivar228.994082840237","semivar230.769230769231","semivar232.544378698225","semivar234.319526627219","semivar236.094674556213","semivar237.869822485207","semivar239.644970414201","semivar241.420118343195","semivar243.195266272189","semivar244.970414201183","semivar246.745562130178","semivar248.520710059172","semivar250.295857988166","semivar252.07100591716","semivar253.846153846154","semivar255.621301775148","semivar257.396449704142","semivar259.171597633136","semivar260.94674556213","semivar262.721893491124","semivar264.497041420118","semivar266.272189349112","semivar268.047337278107","semivar269.822485207101","semivar271.597633136095","semivar273.372781065089","semivar275.147928994083","semivar276.923076923077","semivar278.698224852071","semivar280.473372781065","semivar282.248520710059","semivar284.023668639053","semivar285.798816568047","semivar287.573964497041","semivar289.349112426036","semivar291.12426035503","semivar292.899408284024","semivar294.674556213018","semivar296.449704142012","semivar298.224852071006","semivar300"
"AR-370_NR2_2015-09-09_R_T3",23,"9/9/2015","11:37:31 AM",35.9126,27.665,14.4371,90,"AR-370_NR2_2015-09-09_R_T3_final.csv",0,0,0.358155355000002,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",24,"9/9/2015","11:37:32 AM",35.9216,27.665,14.4432,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",10,0.178571428571429,0.963901135000001,"3.72099999999999e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",25,"9/9/2015","11:37:33 AM",35.935,27.665,14.4523,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",20,0.357142857142857,1.574265785,"8.2810000000002e-05","0.000231040000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",26,"9/9/2015","11:37:34 AM",35.935,27.665,14.4523,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",30,0.535714285714286,2.00561602,"0","8.2810000000002e-05","0.000231040000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",27,"9/9/2015","11:37:35 AM",35.9573,27.665,14.4675,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",40,0.714285714285714,2.161349495,"0.000231040000000003","0.000231040000000003","0.00059049000000001","0.000924160000000012","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",28,"9/9/2015","11:37:36 AM",35.935,27.665,14.4523,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",50,0.892857142857143,2.131855225,"0.000231040000000003","0","0","8.2810000000002e-05","0.000231040000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",29,"9/9/2015","11:37:37 AM",35.8993,27.665,14.428,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",60,1.07142857142857,2.01147207,"0.000590489999999924","0.00156024999999988","0.000590489999999924","0.000590489999999924","0.000231039999999949","8.28099999999696e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",30,"9/9/2015","11:37:38 AM",35.868,27.665,14.4067,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",70,1.25,1.9254736,"0.000453690000000004","0.00207935999999987","0.00369663999999983","0.00207935999999987","0.00207935999999987","0.00133224999999988","0.000924159999999904","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",31,"9/9/2015","11:37:39 AM",35.8636,27.665,14.4037,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",80,1.42857142857143,1.85834118,"9.00000000000068e-06","0.00059049000000001","0.00236195999999987","0.00407043999999984","0.00236195999999987","0.00236195999999987","0.00156024999999988","0.0011155599999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-370_NR2_2015-09-09_R_T3",32,"9/9/2015","11:37:40 AM",35.8501,27.665,14.3945,NA,"AR-370_NR2_2015-09-09_R_T3_final.csv",90,1.60714285714286,1.810714925,"8.46399999999977e-05","0.00014884","0.00112225000000001","0.00334083999999983","0.0053289999999998","0.00334083999999983","0.00334083999999983","0.00237168999999985","0.00181475999999987","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
