"ID","Sample_Number","Date","Time","Abs_Pres_psi","Temp_C","Abs_Pres_m","Trans_Dist_m","NA","dist_cm","dist_m_scaled","semivar","semivar1.79640718562874","semivar3.59281437125748","semivar5.38922155688623","semivar7.18562874251497","semivar8.98203592814371","semivar10.7784431137725","semivar12.5748502994012","semivar14.3712574850299","semivar16.1676646706587","semivar17.9640718562874","semivar19.7604790419162","semivar21.5568862275449","semivar23.3532934131737","semivar25.1497005988024","semivar26.9461077844311","semivar28.7425149700599","semivar30.5389221556886","semivar32.3353293413174","semivar34.1317365269461","semivar35.9281437125749","semivar37.7245508982036","semivar39.5209580838323","semivar41.3173652694611","semivar43.1137724550898","semivar44.9101796407186","semivar46.7065868263473","semivar48.502994011976","semivar50.2994011976048","semivar52.0958083832335","semivar53.8922155688623","semivar55.688622754491","semivar57.4850299401198","semivar59.2814371257485","semivar61.0778443113772","semivar62.874251497006","semivar64.6706586826347","semivar66.4670658682635","semivar68.2634730538922","semivar70.059880239521","semivar71.8562874251497","semivar73.6526946107784","semivar75.4491017964072","semivar77.2455089820359","semivar79.0419161676647","semivar80.8383233532934","semivar82.6347305389222","semivar84.4311377245509","semivar86.2275449101796","semivar88.0239520958084","semivar89.8203592814371","semivar91.6167664670659","semivar93.4131736526946","semivar95.2095808383233","semivar97.0059880239521","semivar98.8023952095808","semivar100.59880239521","semivar102.395209580838","semivar104.191616766467","semivar105.988023952096","semivar107.784431137725","semivar109.580838323353","semivar111.377245508982","semivar113.173652694611","semivar114.97005988024","semivar116.766467065868","semivar118.562874251497","semivar120.359281437126","semivar122.155688622754","semivar123.952095808383","semivar125.748502994012","semivar127.544910179641","semivar129.341317365269","semivar131.137724550898","semivar132.934131736527","semivar134.730538922156","semivar136.526946107784","semivar138.323353293413","semivar140.119760479042","semivar141.916167664671","semivar143.712574850299","semivar145.508982035928","semivar147.305389221557","semivar149.101796407186","semivar150.898203592814","semivar152.694610778443","semivar154.491017964072","semivar156.287425149701","semivar158.083832335329","semivar159.880239520958","semivar161.676646706587","semivar163.473053892216","semivar165.269461077844","semivar167.065868263473","semivar168.862275449102","semivar170.658682634731","semivar172.455089820359","semivar174.251497005988","semivar176.047904191617","semivar177.844311377246","semivar179.640718562874","semivar181.437125748503","semivar183.233532934132","semivar185.02994011976","semivar186.826347305389","semivar188.622754491018","semivar190.419161676647","semivar192.215568862275","semivar194.011976047904","semivar195.808383233533","semivar197.604790419162","semivar199.40119760479","semivar201.197604790419","semivar202.994011976048","semivar204.790419161677","semivar206.586826347305","semivar208.383233532934","semivar210.179640718563","semivar211.976047904192","semivar213.77245508982","semivar215.568862275449","semivar217.365269461078","semivar219.161676646707","semivar220.958083832335","semivar222.754491017964","semivar224.550898203593","semivar226.347305389222","semivar228.14371257485","semivar229.940119760479","semivar231.736526946108","semivar233.532934131737","semivar235.329341317365","semivar237.125748502994","semivar238.922155688623","semivar240.718562874251","semivar242.51497005988","semivar244.311377245509","semivar246.107784431138","semivar247.904191616766","semivar249.700598802395","semivar251.497005988024","semivar253.293413173653","semivar255.089820359281","semivar256.88622754491","semivar258.682634730539","semivar260.479041916168","semivar262.275449101796","semivar264.071856287425","semivar265.868263473054","semivar267.664670658683","semivar269.461077844311","semivar271.25748502994","semivar273.053892215569","semivar274.850299401198","semivar276.646706586826","semivar278.443113772455","semivar280.239520958084","semivar282.035928143713","semivar283.832335329341","semivar285.62874251497","semivar287.425149700599","semivar289.221556886228","semivar291.017964071856","semivar292.814371257485","semivar294.610778443114","semivar296.407185628743","semivar298.203592814371","semivar300"
"AR-378_PODS_2015-09-14_R_T3",18,"9/14/2015","11:01:46 AM",34.501,27.075,13.4765,90,"AR-378_PODS_2015-09-14_R_T3_final.csv",0,0,0.123301909999999,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",19,"9/14/2015","11:01:47 AM",34.5367,27.075,13.5008,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",10,0.180722891566265,0.327688779999998,"0.00059049000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",20,"9/14/2015","11:01:48 AM",34.4608,27.075,13.4492,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",20,0.36144578313253,0.502876364999997,"0.00266256000000006","0.000745290000000018","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",21,"9/14/2015","11:01:49 AM",34.3493,27.075,13.3733,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",30,0.542168674698795,0.587468434999997,"0.00576080999999984","0.0162562499999999","0.0106502399999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",22,"9/14/2015","11:01:50 AM",34.3358,27.075,13.3641,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",40,0.72289156626506,0.583373124999997,"8.46399999999977e-05","0.0072420099999998","0.0186868899999998","0.0126337599999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",23,"9/14/2015","11:01:51 AM",34.51,27.075,13.4827,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",50,0.903614457831325,0.534129104999998,"0.0140659599999997","0.0119683599999998","0.00112225000000001","0.000327610000000016","3.8439999999997e-05","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",24,"9/14/2015","11:01:52 AM",34.6305,27.075,13.5647,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",60,1.08433734939759,0.464824069999998,"0.00672400000000012","0.0402403599999999","0.0366339599999999","0.0133402500000002","0.00408321000000004","0.00777924000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",25,"9/14/2015","11:01:53 AM",34.6305,27.075,13.5647,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",70,1.26506024096386,0.388152239999998,"0","0.00672400000000012","0.0402403599999999","0.0366339599999999","0.0133402500000002","0.00408321000000004","0.00777924000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",26,"9/14/2015","11:01:54 AM",34.6305,27.075,13.5647,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",80,1.44578313253012,0.317323684999998,"0","0","0.00672400000000012","0.0402403599999999","0.0366339599999999","0.0133402500000002","0.00408321000000004","0.00777924000000009","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"AR-378_PODS_2015-09-14_R_T3",27,"9/14/2015","11:01:55 AM",34.5367,27.075,13.5008,NA,"AR-378_PODS_2015-09-14_R_T3_final.csv",90,1.62650602409639,0.249061004999998,"0.00408321000000004","0.00408321000000004","0.00408321000000004","0.000327610000000016","0.0186868899999998","0.0162562499999999","0.00266256000000006","0","0.00059049000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
